district,transaction type,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,subsidiary building area,balcony area,elevator
大同區,房地(土地+建物),承德路二段121~150號,28.04,其他,,,1090708,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750814,151.42,3,2,2,有,無,34000000,224541,,0,0,建設公司向地主買土地及建物陽台外推;具重建或重劃、都更等效益;,RPWNMLTLPHPFFBA86EA,121.83,0,18.59,有
萬華區,房地(土地+建物)+車位,康定路151~180號,12.22,其他,,,1090708,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040527,173.65,3,2,2,有,有,28500000,164123,升降機械,16.58,0,,RPXNMLKMPHPFFBA78EA,77.32,0,32.46,有
中正區,房地(土地+建物),仁愛路二段31~60號,13.41,其他,,,1090429,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.72,3,2,1,有,有,26250000,280090,,0,0,陽台外推;,RPQOMLKMPHPFFBA18EA,69.16,0,8.15,有
萬華區,房地(土地+建物),萬大路329巷3弄1~30號,11.75,其他,,,1090701,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,600510,33.18,3,1,1,有,無,6500000,195901,,0,0,親友、員工、共有人或其他特殊關係間之交易;其他增建;,RPUOMLKMPHPFFBA58EA,33.18,0,0,無
北投區,房地(土地+建物),承德路七段31~60號,12.42,其他,,,1090708,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670425,87.2,2,2,1,有,有,10900000,125000,,0,0,陽台外推;,RPROMLQKPHPFFEA88DA,66,0,4.61,有
士林區,房地(土地+建物),社子街22巷1~30號,38.33,其他,,,1090710,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,591005,74.52,2,2,1,有,無,8000000,107354,,0,0,其他增建;,RPUNMLKMPHPFFEA68DA,74.52,0,0,無
士林區,房地(土地+建物),天母東路69巷1~30號,32.44,其他,,,1090520,土地4建物1車位0,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660901,201.97,0,0,0,無,有,72600000,359459,,0,0,其他增建;,RPRPMLTLPHPFFEA76DA,156.9,27.56,0,有
大安區,房地(土地+建物)+車位,大安路二段27巷1~30號,67.36,其他,,,1090331,土地1建物1車位2,七層，夾層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001108,341.13,4,3,2,有,有,140000000,410401,一樓平面,24.66,0,,RPTQMLRLPHPFFFA96DA,169.28,26.58,24.47,有
大安區,房地(土地+建物),忠孝東路三段121~150號,9.35,其他,,,1090501,土地2建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,970317,117.31,2,0,0,有,有,31680000,270054,,0,0,,RPUOMLMLPHPFFFA98DA,78.7,0,4.65,有
信義區,房地(土地+建物),崇德街206巷9弄1~30號,39.56,其他,,,1090503,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751210,123.4,5,3,4,有,無,22000000,178282,,0,0,其他增建;,RPPNMLTLPHPFFDA88DA,93.07,0,18.68,無
松山區,房地(土地+建物),延吉街1~30號,24,其他,,,1090704,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630816,76.59,2,1,1,有,無,15000000,195848,,0,0,陽台外推;,RPPOMLTLPHPFFDA98DA,76.59,0,0,無
南港區,房地(土地+建物)+車位,向陽路258巷91~120號,35.22,其他,,,1090621,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000307,120.62,2,2,2,有,有,20500000,169955,升降機械,13.38,0,含土地增值稅或其他稅費;含仲介費;,RPTOMLOLPHPFFDA88DA,61.76,4.32,7.31,有
松山區,房地(土地+建物),八德路三段106巷1~30號,10.27,其他,,,1090620,土地2建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850517,43.16,1,1,1,有,有,10600000,245598,,0,0,其他增建;,RPVNMLNKPHPFFDA78DA,27.85,0,4.36,有
大安區,房地(土地+建物),樂業街169巷31~60號,30.18,其他,,,1090705,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,106.64,3,2,2,有,無,15500000,145349,,0,0,,RPVNMLKMPHPFFFA98EA,92.94,0,13.7,無
大安區,房地(土地+建物),金華街243巷1~30號,15.48,其他,,,1090609,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,891013,60.05,2,2,1,有,有,20000000,333056,,0,0,陽台外推;夾層;,RPUOMLKMPHPFFFA98EA,34.34,0,3.37,有
大安區,房地(土地+建物),仁愛路四段122巷1~30號,31.15,其他,,,1090715,土地3建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700722,163.55,4,2,2,有,無,43380000,265240,,0,0,陽台外推;,RPWOMLTLPHPFFFA37EA,121.95,0,24.04,有
大安區,房地(土地+建物),新生南路二段61~90號,10.1,其他,,,1090624,土地15建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690526,48.76,1,1,1,有,有,12500000,256358,,0,0,,RPUNMLQKPHPFFFA66EA,37.45,0,5.02,有
士林區,房地(土地+建物)+車位,中山北路七段81巷1~30號,55.48,其他,,,1090517,土地1建物1車位2,九層，十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811124,407.78,4,3,3,有,有,81500000,233090,坡道平面,79.58,5000000,陽台外推;其他增建;,RPXQMLRLPHPFFEA37EA,310.04,5.72,19.81,有
士林區,房地(土地+建物),華光街1~30號,67,其他,,,1090609,土地1建物2車位0,一層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,521230,123.48,6,3,3,有,無,25750000,208536,,0,0,頂樓加蓋;其他增建;,RPUQMLSLPHPFFEA17EA,123.48,0,0,無
士林區,房地(土地+建物),中正路399巷1弄1~30號,43.75,其他,,,1090617,土地1建物2車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640117,135.24,5,2,2,有,無,19600000,144928,,0,0,,RPQNMLTLPHPFFEA56EA,135.24,0,0,無
士林區,房地(土地+建物),中山北路六段450巷31~60號,33.15,其他,,,1090520,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670601,116.82,3,2,2,有,無,18880000,161616,,0,0,其他增建;,RPTNMLTLPHPFFEA86EA,95.64,0,21.18,無
北投區,房地(土地+建物),同德街31~60號,29.66,其他,,,1090624,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731022,104.52,3,1,1,有,有,9300000,88978,,0,0,陽台外推;其他增建;,RPUNMLTLPHPFFEA96EA,88.86,0,12.29,無
北投區,房地(土地+建物),建民路91巷1弄1~30號,38,其他,,,1090510,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660422,81.9,3,2,1,有,無,11615000,141819,,0,0,,RPVNMLTLPHPFFEA07EA,73.8,0,8.1,無
士林區,房地(土地+建物),芝玉路二段84巷1~30號,24.39,其他,,,1090709,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670201,92.88,3,2,1,有,無,12550000,135121,,0,0,,RPPPMLTLPHPFFEA66EA,81.4,0,11.48,無
北投區,房地(土地+建物),自強街46巷1~30號,33.25,其他,,,1090520,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610721,102.22,3,2,1,有,無,12060000,117981,,0,0,其他增建;,RPPOMLKMPHPFFEA38EA,88.45,0,13.77,無
北投區,房地(土地+建物),懷德街1~30號,32.6,其他,,,1090716,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680611,115.84,5,0,5,有,無,16750000,144596,,0,0,陽台外推;頂樓加蓋;,RPTOMLKMPHPFFEA78EA,94.9,0,20.94,無
北投區,房地(土地+建物),東華街二段174巷36弄1~30號,39.22,其他,,,1090620,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730921,125.79,4,2,2,有,無,17000000,135146,,0,0,,RPVOMLKMPHPFFEA98EA,113.39,0,12.4,無
北投區,房地(土地+建物),中央北路四段391~420號,23.26,其他,,,1090619,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721116,84.98,1,1,1,有,無,6850000,80607,,0,0,陽台外推;,RPWOMLKMPHPFFEA09EA,69.74,0,7.07,無
北投區,房地(土地+建物),中山路1~30號,6.87,其他,,,1090627,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701231,46.78,1,1,1,有,有,4200000,89782,,0,0,,RPQNMLLMPHPFFEA48EA,35.04,0,2.96,有
北投區,房地(土地+建物),吉利街241~270號,16.88,其他,,,1090615,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,651111,51.76,3,2,2,有,無,7000000,135240,,0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;頂樓加蓋;,RPQPMLLMPHPFFEA68EA,51.76,0,0,無
北投區,房地(土地+建物),文化三路121~150號,36.6,其他,,,1090718,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750312,115.3,3,2,2,有,有,12000000,104076,,0,0,陽台外推;其他增建;,RPVPMLLMPHPFFEA56EA,73.2,0,11.16,有
北投區,房地(土地+建物)+車位,天母西路120巷31~60號,80.46,其他,,,1090708,土地2建物1車位2,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,951127,517.55,2,2,4,有,有,99000000,264542,坡道平面,181.12,10000000,陽台外推;其他增建;,RPWPMLLMPHPFFEA66EA,179.2,9.08,11.34,有
北投區,房地(土地+建物),清江路211~240號,80,其他,,,1090716,土地1建物1車位0,一層，二層，騎樓,,公寓(5樓含以下無電梯),住家用,加強磚造,560407,133.8,3,3,3,有,無,18000000,134529,,0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPPNMLNJQHPFFEA38EA,133.8,0,0,無
大安區,房地(土地+建物),建國南路一段175巷1~30號,20.04,其他,,,1090717,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760423,110.46,3,2,2,有,有,25180000,227956,,0,0,,RPPOMLOLPHPFFFA78EA,72.53,0,7.41,有
大安區,房地(土地+建物),忠孝東路四段248巷1~30號,24.55,其他,,,1090609,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730904,135.29,3,2,2,有,有,31500000,232833,,0,0,,RPXOMLTLPHPFFFA47EA,119.94,0,9.39,有
松山區,房地(土地+建物),撫遠街261巷31~60號,43.32,其他,,,1090612,土地2建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640114,132.38,3,2,2,有,無,29000000,219066,,0,0,,RPROMLTJPHPFFDA98DA,132.38,0,0,無
松山區,房地(土地+建物),延吉街46巷1~30號,25.05,其他,,,1090530,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661228,123.49,3,2,2,有,有,27080000,219289,,0,0,其他增建;,RPWNMLOLPHPFFDA09DA,95.4,0,10.75,有
信義區,房地(土地+建物),吳興街284巷59弄1~30號,10.05,其他,,,1090703,土地5建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810721,47.27,1,1,1,有,無,8080000,170933,,0,0,其他增建;,RPOQMLMLPHPFFDA38DA,32.3,0.66,4.96,有
南港區,房地(土地+建物),玉成街181巷1~30號,27.75,其他,,,1090612,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,97.35,3,2,1,有,無,17670000,181510,,0,0,頂樓加蓋;其他增建;,RPQNMLMLPHPFFDA28DA,68.1,9.69,8.51,無
松山區,房地(土地+建物),南京東路五段331~360號,5.99,其他,,,1090611,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790119,59.27,1,1,1,有,有,10750000,181373,,0,0,,RPVPMLTLPHPFFDA07DA,37.94,0,3.45,有
松山區,房地(土地+建物),南京東路五段331~360號,5.99,其他,,,1090611,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790119,59.27,0,0,0,無,有,10750000,181373,,0,0,獨立衛浴陽台外推;,RPTPMLTLPHPFFDA86DA,37.94,0,3.45,有
信義區,房地(土地+建物),吳興街269巷1弄1~30號,29.25,其他,,,1090701,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630122,78.54,0,0,0,無,無,32500000,413802,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPTOMLKMPHPFFDA58DA,78.54,0,0,無
大安區,房地(土地+建物),大安路一段211~240號,20.9,其他,,,1090610,土地2建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,741011,180.91,4,2,2,有,有,47620000,263225,,0,0,陽台外推;,RPXNMLLLPHPFFFA09DA,148.89,0,20.21,有
大安區,房地(土地+建物),建國南路一段301~330號,13.74,其他,,,1090504,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760226,92.5,3,2,2,有,無,25180000,272216,,0,0,,RPQNMLKMPHPFFFA38DA,81.37,0,11.13,無
大安區,房地(土地+建物),敦化南路一段181~210號,8.1,其他,,,1090604,土地1建物1車位0,九層，十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.09,3,2,3,有,有,26000000,276331,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPSNMLTLPHPFFFA76DA,66.19,0,23.68,有
大安區,房地(土地+建物),延吉街241~270號,21.86,其他,,,1090706,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730626,107.19,3,2,2,有,有,26580000,247971,,0,0,陽台外推;其他增建;,RPRPMLSLPHPFFFA76DA,88.37,0,10.58,有
大安區,房地(土地+建物),忠孝東路四段216巷32弄1~30號,29.33,其他,,,1090623,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,144.93,3,2,2,有,有,46880000,323467,,0,0,陽台外推;頂樓加蓋;其他增建;,RPSPMLSLPHPFFFA86DA,118.3,0,12.89,有
大安區,房地(土地+建物),四維路170巷1~30號,28.93,其他,,,1090526,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740502,145.21,3,2,2,有,有,39800000,274086,,0,0,,RPROMLTJPHPFFFA56DA,118.94,0,15.24,有
士林區,房地(土地+建物),永平街1~30號,25.5,其他,,,1090624,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,621212,70.05,3,2,1,有,無,6360000,90792,,0,0,其他增建;,RPVNMLKMPHPFFEA78DA,70.05,0,0,無
士林區,房地(土地+建物)+車位,福壽街31~60號,15.04,其他,,,1090708,土地2建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041203,86.5,2,1,1,有,有,17880000,227408,升降機械,15.79,1800000,,RPWNMLKMPHPFFEA88DA,36.59,3.93,4.06,有
北投區,房地(土地+建物)+車位,中和街361~390號,14.74,其他,,,1090627,土地1建物1車位1,五層，電梯樓梯間,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870624,127.18,3,2,2,有,有,14000000,110080,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQNMLKMPHPFFEA28DA,73.2,1.52,5.89,有
北投區,房地(土地+建物),中山北路七段219巷3弄151~180號,14.03,其他,,,1090725,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731227,69.21,2,2,1,有,有,10000000,144488,,0,0,,RPRNMLKMPHPFFEA38DA,55.1,0,8.37,有
北投區,房地(土地+建物)+車位,天母西路117巷1~30號,60.66,其他,,,1090630,土地2建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,961231,271.43,5,2,4,有,有,60000000,221051,坡道平面,36.58,0,,RPTQMLTLPHPFFEA07DA,142.85,0,21.53,有
士林區,房地(土地+建物),通河東街一段91~120號,27.09,其他,,,1090629,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680828,95.1,3,2,1,有,無,10700000,112513,,0,0,陽台外推;其他增建;,RPTOMLLMPHPFFEA78DA,82.39,0,12.71,無
北投區,房地(土地+建物)+車位,磺港路121~150號,39.11,其他,,,1090629,土地1建物1車位3,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030619,335.87,3,2,2,有,有,44180000,131539,坡道平面,100.02,0,,RPWOMLSLPHPFFEA07DA,132.33,11.67,13.54,有
北投區,房地(土地+建物)+車位,翠嶺路1~30號,109.73,其他,,,1090527,土地1建物2車位2,四層，五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1001212,382.35,5,2,5,有,有,47800000,125016,坡道平面,65.92,0,本案賣方係因申請銀行貸款額度不足且無法以現金補足差額急買急賣;,RPSOMLNJPHPFFEA58DA,163.16,19.62,22.41,無
中正區,房地(土地+建物),杭州南路一段101巷1~30號,41,其他,,,1090618,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,131.09,3,2,2,有,無,31880000,243192,,0,0,陽台外推;,RPPOMLKMPHPFFBA08EA,131.09,0,0,無
大同區,房地(土地+建物)+車位,民權西路211~240號,8.53,其他,,,1090630,土地3建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,109.79,2,2,1,有,有,23800000,245229,坡道機械,19.67,1700000,,RPRNMLKMPHPFFBA18EA,58.66,0,4.48,有
大同區,房地(土地+建物),民權西路211~240號,6.02,其他,,,1090619,土地3建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,63.45,1,1,1,有,有,15500000,244287,,0,0,,RPSNMLKMPHPFFBA28EA,40.04,0,4.46,有
萬華區,房地(土地+建物),開封街二段61~90號,9.04,其他,,,1090704,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700212,106.7,3,2,2,有,有,12800000,119963,,0,0,,RPOPMLKMPHPFFBA08EA,87.86,0,0,有
內湖區,房地(土地+建物)+車位,康樂街181~210號,17.37,其他,,,1090706,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970331,94.95,2,2,1,有,有,15000000,157978,其他,18.85,0,,RPWOMLMLPHPFFCA98EA,44.97,3.71,4.44,有
中山區,房地(土地+建物),民族東路121~150號,37.67,其他,,,1090624,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631227,90.23,0,0,0,無,無,14750000,163471,,0,0,頂樓加蓋;,RPRNMLLMPHPFFCA38EA,85.03,0,5.2,無
內湖區,房地(土地+建物),內湖路一段323巷1~30號,29.2,其他,,,1090711,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720105,103.42,3,2,2,有,無,16800000,162444,,0,0,其他增建;,RPUQMLTLPHPFFCA07EA,86.74,0,16.68,無
內湖區,房地(土地+建物)+車位,金湖路61~90號,22.42,其他,,,1090704,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961030,244.55,4,2,2,有,有,52500000,237609,坡道平面,34.12,2500000,,RPVQMLTLPHPFFCA17EA,134.93,8.07,10.47,有
中山區,房地(土地+建物)+車位,長安東路一段56巷7弄1~30號,27.56,其他,,,1090628,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080307,139.92,3,2,2,有,有,26050000,186178,其他,31.68,0,,RPTPMLKMPHPFFCA68EA,62.9,8.43,3.03,有
中山區,房地(土地+建物),龍江路241~270號,25.11,其他,,,1090706,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,691027,129.08,3,2,2,有,有,22000000,170437,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPTRMLKMPHPFFCA88EA,100.93,0,8.7,有
中山區,房地(土地+建物),德惠街151~180號,26.46,其他,,,1090720,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760916,142.06,3,2,2,有,無,26356000,185527,,0,0,陽台外推;,RPVNMLLMPHPFFCA78EA,115.92,0,20.44,有
內湖區,房地(土地+建物)+車位,新明路428巷1~30號,13.45,其他,,,1090622,土地1建物1車位1,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080506,113.71,2,1,1,有,有,17420000,153197,坡道平面,0,0,,RPUOMLLKQHPFFCA68EA,41.43,7.36,4.35,有
