district,transaction type,land shifting total area,transaction year,num_building,num_land,num_garage,total floor number,building state,main building materials,construction to complete the years,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd,complete year
Xinyi District,Land+Building,45.25,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,58.0,102.35,3,1,1,0,No carpark,0.0,0,85.19,17.16,0.0,0,30300000,296043,58.0
Songshan District,Land+Building,33.51,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,96.34,3,2,1,0,No carpark,0.0,0,88.26,0.0,8.08,0,15800000,164002,71.0
Songshan District,Land+Building,33.25,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,87.4,3,2,1,0,No carpark,0.0,0,87.4,0.0,0.0,0,18800000,215103,
Songshan District,Land+Building,9.17,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,64.0,58.24,1,1,1,1,No carpark,0.0,0,49.99,592.21,0.0,1,13580000,233173,64.0
Nangang District,Land+Building,41.5,109,1,1,0,2.0,Apartment_5storey,Strengthened Brickwork,,50.74,2,1,1,0,No carpark,0.0,0,50.74,0.0,0.0,0,7920000,156090,
Songshan District,Land+Building+Garage,33.61,109,1,2,3,15.0,Apartment_11storeyorgreater,Reinforced Concrete,100.0,357.15,4,3,1,1,Ramp Machinery,0.0,0,184.76,7.86,14.14,1,72800000,203836,100.0
Nangang District,Land+Building,17.92,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,,77.54,3,2,1,0,No carpark,0.0,0,59.72,0.0,17.82,0,2998800,38674,
Xinyi District,Land+Building,32.97,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,76.0,139.36,4,2,1,1,No carpark,0.0,0,102.72,0.0,11.15,1,26000000,186567,76.0
Nangang District,Land+Building+Garage,27.75,109,1,1,2,18.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,259.26,3,2,1,1,Ramp Plane,0.0,6000000,88.84,3.94,9.94,1,32600000,125742,102.0
Beitou District,Land+Building,30.43,109,1,1,0,5.0,Apartment_5to10storey,Reinforced Concrete,73.0,94.33,3,2,1,0,No carpark,0.0,0,86.64,0.0,7.69,1,12260000,129969,73.0
Beitou District,Land+Building+Garage,27.81,109,1,1,1,18.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,228.84,4,2,1,1,Ramp Plane,38.17,2500000,109.11,3.84,11.29,1,39780000,195521,108.0
Beitou District,Land+Building+Garage,23.15,109,1,1,1,18.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,196.86,3,2,1,1,Ramp Plane,38.17,2400000,89.84,8.82,4.76,1,29720000,172160,108.0
Shilin District,Land+Building+Garage,14.87,109,1,1,1,10.0,Apartment_5to10storey,Reinforced Concrete,80.0,95.77,1,2,1,1,Ramp Machinery,23.02,0,80.45,2.48,6.51,1,12500000,130521,80.0
Beitou District,Land+Building+Garage,23.15,109,1,1,1,18.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,196.86,3,2,1,1,Ramp Plane,38.17,2000000,89.84,8.82,4.76,1,30880000,181990,108.0
Beitou District,Land+Building+Garage,24.36,109,1,1,1,18.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,205.22,3,2,1,1,Ramp Plane,38.17,2500000,99.19,4.04,5.63,1,33000000,182580,108.0
Beitou District,Land+Building,39.29,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,67.0,111.33,2,1,1,0,No carpark,0.0,0,88.93,0.0,15.88,0,7700000,69164,67.0
Beitou District,Land+Building+Garage,27.81,109,1,1,1,18.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,228.84,4,2,1,1,Ramp Plane,38.17,2700000,109.11,3.84,11.29,1,39500000,193004,108.0
Beitou District,Land+Building+Garage,27.83,109,1,1,2,18.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,267.01,4,2,1,1,Ramp Plane,76.34,5300000,109.11,3.84,11.29,1,51880000,244296,108.0
Beitou District,Land+Building,11.89,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,74.0,101.11,3,2,1,1,No carpark,0.0,0,85.76,0.0,6.13,1,12650000,125111,74.0
Shilin District,Land+Building+Garage,109.25,109,2,1,2,6.0,Apartment_5to10storey,Reinforced Concrete,105.0,307.75,0,0,0,1,Ramp Plane,76.5,4700000,119.55,9.63,15.8,1,52260000,205665,105.0
Shilin District,Land+Building+Garage,20.95,109,1,1,1,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,108.0,146.95,0,0,0,1,Ramp Plane,42.23,2700000,60.64,4.59,3.92,1,35200000,310351,108.0
Shilin District,Land+Building,38.88,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,126.08,4,2,1,0,No carpark,0.0,0,98.86,0.0,27.22,0,23680000,187817,73.0
Shilin District,Land+Building+Garage,31.09,109,1,1,2,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,108.0,240.75,1,1,1,1,Ramp Plane,84.46,7000000,88.16,11.49,4.96,1,54000000,300723,108.0
Shilin District,Land+Building+Garage,20.95,109,1,1,1,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,108.0,146.95,2,1,1,1,Ramp Plane,42.23,3100000,121.28,9.18,7.84,1,34100000,296028,108.0
Shilin District,Land+Building+Garage,20.95,109,1,1,1,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,108.0,146.95,0,0,0,1,Ramp Plane,42.23,3500000,121.28,9.18,7.84,1,38500000,334225,108.0
Shilin District,Land+Building+Garage,29.96,109,1,1,1,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,108.0,198.52,0,0,0,1,Ramp Plane,42.23,3500000,88.16,11.49,4.96,1,56500000,339113,108.0
Shilin District,Land+Building+Garage,29.94,109,1,1,1,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,108.0,197.51,3,2,1,1,Ramp Plane,42.23,2700000,88.16,10.48,4.96,1,42500000,256311,108.0
Shilin District,Land+Building,6.77,109,1,2,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,41.25,1,1,1,1,No carpark,0.0,0,23.94,0.62,2.94,1,10880000,263758,97.0
Beitou District,Land+Building,37.75,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,62.0,107.95,3,1,1,0,No carpark,0.0,0,107.95,0.0,0.0,0,12746314,118076,62.0
Beitou District,Land+Building,9.18,109,1,2,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,94.0,45.53,1,1,1,1,No carpark,0.0,0,23.78,0.49,3.15,1,6800000,149352,94.0
Shilin District,Land+Building,3.3,109,1,1,0,2.0,Apartment_5storey,Strengthened Brickwork,58.0,34.35,1,1,1,0,No carpark,0.0,0,34.35,0.0,0.0,0,2200000,64047,58.0
Daan District,Land+Building+Garage,36.28,109,1,1,2,12.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,352.41,0,0,0,1,Lifting Machinery,51.06,7220000,138.09,37.79,13.47,1,133100000,417720,106.0
Daan District,Land+Building,10.27,109,2,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,97.0,47.17,1,1,1,0,No carpark,0.0,0,18.54,2.48,4.68,1,13850000,293619,97.0
Daan District,Land+Building,35.2,109,1,4,0,5.0,Apartment_5storey,Reinforced Concrete,,130.11,3,2,1,0,No carpark,0.0,0,115.97,14.14,0.0,0,30000000,230574,
Daan District,Land+Building,4.28,109,1,2,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,34.28,1,1,1,1,No carpark,0.0,0,19.07,0.0,2.79,1,11300000,329638,107.0
Wenshan District,Land+Building+Garage,51.77,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,81.0,240.49,5,2,1,1,Ramp Machinery,0.0,1500000,190.56,1.86,19.64,1,30300000,125988,81.0
ZhongZheng District,Land+Building,19.9,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,79.0,124.44,3,2,1,1,No carpark,0.0,0,101.33,2.04,11.42,1,21200000,170363,79.0
Wenshan District,Land+Building+Garage,17.94,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,85.0,104.57,2,1,1,1,Ramp Plane,0.0,0,50.37,1.65,3.05,1,12450000,119059,85.0
Wenshan District,Land+Building,7.38,109,1,1,0,18.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,83.0,81.53,2,1,1,1,No carpark,0.0,0,54.11,1.68,5.04,1,15000000,183981,83.0
ZhongZheng District,Land+Building+Garage,19.93,109,1,1,2,12.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,174.98,3,2,1,1,Tower,37.84,3600000,73.23,12.44,7.6,1,39000000,258130,103.0
Wanhua District,Land+Building,4.45,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,51.63,2,1,1,1,No carpark,0.0,0,30.69,1.35,2.56,1,10930000,211699,96.0
Wanhua District,Land+Building,1.88,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,66.0,19.1,1,1,1,0,No carpark,0.0,0,15.28,0.0,0.0,1,1966000,102932,66.0
Wanhua District,Land+Building,13.6,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,43.47,2,2,1,0,No carpark,0.0,0,36.75,0.0,6.72,0,5650000,129975,69.0
Datong District,Land+Building+Garage,20.54,109,1,2,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,169.9,3,2,1,1,Ramp Machinery,12.96,0,91.57,7.29,10.06,1,33500000,197175,103.0
Wanhua District,Land+Building,17.24,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,78.0,129.85,3,2,1,1,No carpark,0.0,0,109.43,0.0,14.59,1,17250000,132846,78.0
Wanhua District,Land+Building,22.5,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,73.22,3,1,1,0,No carpark,0.0,0,73.22,0.0,0.0,0,10600000,144769,
Datong District,Land+Building,10.12,109,1,8,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,68.0,90.06,2,2,1,1,No carpark,0.0,0,87.48,0.0,2.58,1,11500000,127693,68.0
Wenshan District,Land+Building+Garage,52.51,109,1,1,2,10.0,Apartment_5to10storey,Reinforced Concrete,104.0,382.22,3,2,1,1,Ramp Plane,108.1,5200000,141.74,10.96,16.17,1,52500000,172552,104.0
Zhongshan District,Land+Building+Garage,15.68,109,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,93.0,65.31,1,1,1,1,Ramp Plane,26.72,2500000,21.15,0.0,2.54,1,10150000,198238,93.0
Zhongshan District,Land+Building,47.66,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,65.0,116.21,3,2,1,0,No carpark,0.0,0,103.08,0.0,13.13,0,15000000,129077,65.0
Neihu District,Land+Building,37.76,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,142.53,4,1,1,0,No carpark,0.0,0,111.06,8.35,0.0,0,24580000,172455,74.0
Zhongshan District,Land+Building+Garage,26.52,109,1,1,1,24.0,Apartment_11storeyorgreater,Other,102.0,328.8,3,3,1,1,Ramp Plane,26.66,3000000,175.49,14.15,16.99,1,66980000,211756,102.0
Neihu District,Land+Building+Garage,67.62,109,1,1,2,15.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,326.99,4,2,1,1,Ramp Plane,0.0,0,159.88,12.71,12.99,1,58500000,178905,99.0
Zhongshan District,Land+Building+Garage,9.84,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,98.72,1,1,1,1,Lifting Plane,0.0,0,42.06,5.64,6.68,1,22400000,226904,102.0
Neihu District,Land+Building,29.04,109,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,165.35,3,2,1,1,No carpark,0.0,0,99.87,0.0,11.37,1,26500000,160266,84.0
Neihu District,Land+Building+Garage,96.31,109,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,95.0,219.21,4,2,1,1,Ramp Plane,38.71,2500000,117.6,7.3,13.57,1,42500000,221607,95.0
Neihu District,Land+Building+Garage,37.15,109,1,1,2,11.0,Apartment_11storeyorgreater,Reinforced Concrete,95.0,198.26,3,3,1,1,Ramp Machinery,30.66,0,97.8,5.35,7.36,1,33280000,167860,95.0
Neihu District,Land+Building,12.07,109,1,4,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,80.0,40.49,1,1,1,1,No carpark,0.0,0,23.6,1.5,3.23,1,7760000,191652,80.0
Xinyi District,Land+Building,4.58,109,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,33.01,0,0,0,1,No carpark,0.0,0,17.7,0.69,1.9,1,7600000,230233,98.0
Xinyi District,Land+Building,14.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,52.52,2,1,1,0,No carpark,0.0,0,52.52,0.0,0.0,0,11100000,211348,
Nangang District,Land+Building,32.89,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,99.48,5,3,1,0,No carpark,0.0,0,89.31,0.0,10.17,0,17187500,172773,
Nangang District,Land+Building,31.75,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,,82.32,3,3,1,0,No carpark,0.0,0,65.71,5.25,3.63,0,13300000,161565,
Xinyi District,Land+Building,20.62,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,66.0,59.53,2,1,1,0,No carpark,0.0,0,52.23,0.0,7.3,0,11000000,184781,66.0
Xinyi District,Land+Building,48.26,109,2,4,0,4.0,Apartment_5storey,Reinforced Concrete,63.0,135.9,5,4,1,0,No carpark,0.0,0,130.22,0.0,0.0,0,26000000,191317,63.0
Xinyi District,Land+Building,37.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,100.43,0,0,0,0,No carpark,0.0,0,100.43,0.0,0.0,0,25000000,248930,
Songshan District,Land+Building,12.3,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,56.33,3,2,1,1,No carpark,0.0,0,29.32,0.64,2.81,1,11000000,195278,93.0
Nangang District,Land+Building,34.67,109,1,1,0,3.0,Apartment_5storey,Strengthened Brickwork,,85.43,4,2,1,0,No carpark,0.0,0,85.43,0.0,0.0,0,16800000,196652,
Xinyi District,Land+Building,7.49,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,98.0,32.96,1,1,1,1,No carpark,0.0,0,16.69,2.43,2.32,1,9100000,276092,98.0
Songshan District,Land+Building,6.57,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,,57.29,1,1,1,1,No carpark,0.0,0,42.99,0.0,0.0,1,13000000,226916,
Songshan District,Land+Building,46.49,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,67.0,202.85,4,2,1,1,No carpark,0.0,0,172.33,0.0,8.68,1,33880000,167020,67.0
Beitou District,Land+Building+Garage,140.33,109,1,1,2,5.0,Apartment_5to10storey,Reinforced Concrete,108.0,293.02,4,2,1,1,Ramp Plane,56.18,4500000,125.93,9.12,16.58,1,42580000,160784,108.0
Shilin District,Land+Building+Garage,31.75,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,215.49,3,2,1,1,Ramp Machinery,0.0,0,110.58,10.82,13.88,1,49000000,227389,103.0
Beitou District,Land+Building,44.58,109,1,2,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,193.59,3,2,1,1,No carpark,0.0,0,102.99,0.0,14.07,1,34550000,178470,102.0
Beitou District,Land+Building+Garage,15.99,109,1,2,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,139.21,3,2,1,1,Lifting Machinery,0.0,1800000,60.38,8.31,5.92,1,22680000,162931,98.0
Beitou District,Land+Building+Garage,44.41,106,1,1,2,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,258.5,3,2,1,1,Ramp Plane,77.06,3600000,109.7,7.06,13.82,1,35622900,176493,109.0
Beitou District,Building,0.0,109,1,0,0,4.0,Apartment_5storey,Reinforced Concrete,66.0,131.0,3,2,1,0,No carpark,0.0,0,114.26,0.0,16.74,0,5800000,44275,66.0
Shilin District,Land+Building,22.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,59.0,73.75,3,1,1,0,No carpark,0.0,0,73.75,0.0,0.0,0,7400000,100339,59.0
Shilin District,Land+Building+Garage,21.82,109,1,2,2,22.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,108.0,283.08,0,0,0,1,Ramp Plane,0.0,0,124.96,4.66,15.02,1,65500000,231383,108.0
Shilin District,Land+Building,31.14,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,115.84,3,2,1,0,No carpark,0.0,0,94.03,0.0,12.89,0,16000000,138122,72.0
Beitou District,Land+Building,36.6,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,75.0,115.3,3,2,1,1,No carpark,0.0,0,73.2,0.0,11.16,1,13920000,120729,75.0
Beitou District,Land+Building+Garage,18.09,109,2,2,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,94.0,109.31,2,1,1,1,Ramp Machinery,19.86,0,47.05,0.98,5.6,1,12800000,117098,94.0
Beitou District,Land+Building+Garage,47.47,109,2,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,83.0,228.37,4,2,1,0,Ground Floor,0.0,0,139.88,6.44,16.84,1,32000000,140123,83.0
Shilin District,Land+Building,7.22,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,85.0,25.81,1,1,1,1,No carpark,0.0,0,15.14,0.0,2.47,1,4850000,187912,85.0
Daan District,Land+Building+Garage,33.6,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,97.0,139.86,3,2,1,0,Tower,0.0,1800000,73.98,0.0,8.89,1,24900000,178035,97.0
Daan District,Land+Building,11.29,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,,134.93,3,2,1,1,No carpark,0.0,0,104.15,0.0,13.84,1,34500000,255688,
Daan District,Land+Building,15.68,109,1,1,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,74.0,135.12,2,2,1,1,No carpark,0.0,0,102.32,1.01,12.45,1,35900000,265690,74.0
Daan District,Land+Building,3.38,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,33.49,2,1,1,1,No carpark,0.0,0,17.89,1.39,2.27,1,15800000,471783,97.0
Daan District,Land+Building,24.77,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,75.0,96.25,4,4,1,0,No carpark,0.0,0,77.8,0.0,9.79,0,13350000,138701,75.0
Daan District,Land+Building,25.53,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,,135.59,5,2,1,1,No carpark,0.0,0,97.29,0.0,23.09,1,41800000,308282,
Daan District,Land+Building,4.5,109,1,1,0,16.0,Apartment_11storeyorgreater,Reinforced Concrete,,49.62,1,1,1,1,No carpark,0.0,0,38.12,0.0,0.0,1,12880000,259573,
Daan District,Land+Building,36.86,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,61.0,163.81,3,2,1,1,No carpark,0.0,0,148.69,0.0,15.12,1,40630000,248031,61.0
Daan District,Land+Building,19.94,109,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,74.0,103.21,3,1,1,1,No carpark,0.0,0,75.13,1.26,7.07,1,22500000,218002,74.0
Daan District,Land+Building,5.06,109,1,1,0,6.0,Apartment_5storey,Reinforced Concrete,96.0,25.93,1,1,1,1,No carpark,0.0,0,5.05,0.0,7.73,0,6400000,246818,96.0
Daan District,Land+Building,3.24,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,37.68,1,1,1,1,No carpark,0.0,0,21.76,1.76,1.9,1,12780000,339172,97.0
Daan District,Land+Building,4.2,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,48.98,1,1,1,1,No carpark,0.0,0,28.5,2.6,1.93,1,16600000,338914,97.0
Daan District,Land+Building,6.49,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,98.0,34.66,1,1,1,1,No carpark,0.0,0,17.32,2.92,2.34,1,11080000,319677,98.0
Daan District,Land+Building+Garage,20.29,109,1,4,1,24.0,Apartment_11storeyorgreater,Other,108.0,177.0,3,2,1,1,Ramp Plane,45.42,2900000,83.38,0.0,6.26,1,51500000,369329,108.0
Daan District,Land+Building,22.71,109,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,74.0,116.7,2,2,1,1,No carpark,0.0,0,84.62,1.56,8.11,1,26800000,229649,74.0
Daan District,Land+Building+Garage,66.34,109,1,2,3,31.0,Apartment_11storeyorgreater,Other,107.0,578.75,0,0,0,1,Ramp Plane,99.21,17000000,252.74,8.23,33.9,1,381750000,760625,107.0
Daan District,Land+Building,30.68,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,68.0,149.98,3,2,1,1,No carpark,0.0,0,99.08,0.0,10.91,1,29600000,197360,68.0
Daan District,Land+Building,26.7,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,,79.81,4,3,1,0,No carpark,0.0,0,67.84,0.0,11.97,0,18750000,234933,
Shilin District,Land+Building+Garage,30.84,109,2,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,157.74,4,2,1,1,Ramp Plane,25.71,2500000,82.59,1.35,4.27,1,34500000,242369,93.0
Beitou District,Land+Building,23.0,109,1,1,0,3.0,Apartment_5storey,Strengthened Brickwork,58.0,51.25,2,1,1,0,No carpark,0.0,0,51.25,0.0,0.0,0,3560000,69463,58.0
Shilin District,Land+Building+Garage,14.01,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,137.23,3,2,1,1,Ramp Plane,42.35,2500000,55.41,2.82,6.73,1,23100000,217116,97.0
Beitou District,Land+Building+Garage,12.35,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,89.0,93.19,2,1,1,1,Ramp Plane,0.0,1800000,34.31,0.0,4.99,1,8720000,93572,89.0
Songshan District,Land+Building,31.5,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,106.16,4,2,1,0,No carpark,0.0,0,106.16,0.0,0.0,0,17600000,165787,
Nangang District,Land+Building,80.18,109,1,1,0,2.0,House,Reinforced Concrete,,110.82,5,3,1,1,No carpark,0.0,0,90.64,10.09,10.09,0,16000000,144378,
Xinyi District,Land+Building,23.9,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,88.2,3,2,1,0,No carpark,0.0,0,75.25,0.0,12.95,0,16800000,190476,68.0
Songshan District,Land+Building,25.48,109,2,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,72.0,84.79,3,2,1,0,No carpark,0.0,0,49.03,0.0,17.92,1,17300000,204033,72.0
Xinyi District,Land+Building,30.96,109,1,3,0,5.0,Apartment_5storey,Reinforced Concrete,,110.96,4,2,1,0,No carpark,0.0,0,92.66,0.0,18.3,0,19500000,175739,
Xinyi District,Land+Building+Garage,32.29,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,,154.19,3,2,1,1,Ramp Plane,44.27,3200000,126.11,1.71,6.17,1,27500000,221070,
Nangang District,Land+Building+Garage,29.92,109,1,2,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,172.29,3,2,1,1,Ramp Plane,37.8,2000000,90.93,1.04,9.28,1,32000000,223048,97.0
Nangang District,Land+Building+Garage,10.56,109,1,1,1,25.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,168.74,3,2,1,1,Ramp Plane,36.33,2500000,67.12,10.94,7.3,1,29500000,203912,101.0
Zhongshan District,Land+Building,18.38,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,60.0,53.13,3,2,1,0,No carpark,0.0,0,53.14,0.0,0.0,0,8000000,150574,60.0
Neihu District,Land+Building,18.86,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,103.0,87.4,2,1,1,1,No carpark,0.0,0,44.99,10.34,2.87,1,14580000,166819,103.0
Zhongshan District,Land+Building,18.55,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,72.48,6,5,1,0,No carpark,0.0,0,60.82,0.0,8.19,0,12800000,176600,74.0
Neihu District,Land+Building,36.9,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,137.67,4,2,1,0,No carpark,0.0,0,131.3,0.0,6.37,0,18000000,130747,72.0
Neihu District,Land+Building,28.52,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,100.99,4,2,1,0,No carpark,0.0,0,84.44,0.0,9.32,0,12300000,121794,70.0
Neihu District,Land+Building,19.41,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,69.56,2,1,1,0,No carpark,0.0,0,59.7,0.0,3.96,0,12000000,172513,70.0
Neihu District,Land+Building,30.4,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,103.69,3,2,1,0,No carpark,0.0,0,89.28,0.0,14.41,0,12500000,120552,69.0
Neihu District,Land+Building+Garage,43.94,109,1,2,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,236.25,4,2,1,1,Ramp Plane,21.85,2500000,131.23,7.14,13.67,1,53000000,235541,97.0
Zhongshan District,Land+Building+Garage,44.26,109,1,1,2,15.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,245.44,3,2,1,1,Ramp Plane,64.02,5500000,116.59,3.19,9.06,1,74600000,380884,96.0
Zhongshan District,Land+Building,22.5,109,2,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,69.0,200.0,0,2,1,1,No carpark,0.0,0,140.96,0.0,12.65,1,35695000,178475,69.0
Neihu District,Land+Building+Garage,13.8,109,1,2,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,97.28,2,1,1,1,Tower,15.68,1800000,44.21,5.83,4.78,1,21000000,235294,104.0
Datong District,Land+Building+Garage,14.34,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,169.21,3,2,1,1,Ramp Plane,39.74,0,82.21,8.62,5.0,1,7000000,41369,98.0
Wenshan District,Land+Building+Garage,15.38,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,154.31,2,1,1,1,Ramp Plane,38.62,2500000,61.62,4.3,7.89,1,21400000,163368,103.0
